1033,SOUVENIR,15.0,28,Hub Central,2026-05-20T00:47:28.153168900
3035,ENCLOSURE_ENTRY,75.0,28,Zona VIP,2026-05-20T00:47:28.153168900
1034,SOUVENIR,15.0,29,Hub Central,2026-05-20T00:47:28.153168900
3036,ENCLOSURE_ENTRY,75.0,29,Zona VIP,2026-05-20T00:47:28.154169300
3036,ENCLOSURE_ENTRY,10.0,30,Zona Básica,2026-05-20T00:47:28.154169300
3037,ENCLOSURE_ENTRY,10.0,1,Zona Básica,2026-05-20T00:47:28.155170800
3038,ENCLOSURE_ENTRY,10.0,2,Zona Básica,2026-05-20T00:47:28.156169600
3031,ENCLOSURE_ENTRY,30.0,3,Zona Premium,2026-05-20T00:47:28.156169600
1035,SOUVENIR,15.0,4,Hub Central,2026-05-20T00:47:28.157169100
3032,ENCLOSURE_ENTRY,30.0,4,Zona Premium,2026-05-20T00:47:28.157169100
1036,SOUVENIR,15.0,5,Hub Central,2026-05-20T00:47:28.157169100
3037,ENCLOSURE_ENTRY,75.0,5,Zona VIP,2026-05-20T00:47:28.158169
1037,SOUVENIR,15.0,6,Hub Central,2026-05-20T00:47:28.158169
3038,ENCLOSURE_ENTRY,75.0,6,Zona VIP,2026-05-20T00:47:28.158169
3039,ENCLOSURE_ENTRY,75.0,7,Zona VIP,2026-05-20T00:47:28.159172100
3033,ENCLOSURE_ENTRY,30.0,8,Zona Premium,2026-05-20T00:47:28.159172100
3034,ENCLOSURE_ENTRY,30.0,9,Zona Premium,2026-05-20T00:47:28.159172100
1038,SOUVENIR,15.0,10,Hub Central,2026-05-20T00:47:28.160170300
3039,ENCLOSURE_ENTRY,10.0,10,Zona Básica,2026-05-20T00:47:28.160170300
3040,ENCLOSURE_ENTRY,10.0,11,Zona Básica,2026-05-20T00:47:28.160170300
3041,ENCLOSURE_ENTRY,10.0,12,Zona Básica,2026-05-20T00:47:28.160170300
3035,ENCLOSURE_ENTRY,30.0,13,Zona Premium,2026-05-20T00:47:28.161169400
1039,SOUVENIR,15.0,14,Hub Central,2026-05-20T00:47:28.162172700
3042,ENCLOSURE_ENTRY,10.0,14,Zona Básica,2026-05-20T00:47:28.162172700
3036,ENCLOSURE_ENTRY,30.0,15,Zona Premium,2026-05-20T00:47:28.163170500
3040,ENCLOSURE_ENTRY,75.0,16,Zona VIP,2026-05-20T00:47:28.163170500
3041,ENCLOSURE_ENTRY,75.0,17,Zona VIP,2026-05-20T00:47:28.164172100
3043,ENCLOSURE_ENTRY,10.0,18,Zona Básica,2026-05-20T00:47:28.165171
1040,SOUVENIR,15.0,19,Hub Central,2026-05-20T00:47:28.165171
3042,ENCLOSURE_ENTRY,75.0,19,Zona VIP,2026-05-20T00:47:28.165171
1041,SOUVENIR,15.0,20,Hub Central,2026-05-20T00:47:28.166169900
3044,ENCLOSURE_ENTRY,10.0,20,Zona Básica,2026-05-20T00:47:28.166169900
1042,SOUVENIR,15.0,21,Hub Central,2026-05-20T00:47:28.166169900
3037,ENCLOSURE_ENTRY,30.0,21,Zona Premium,2026-05-20T00:47:28.166169900
3045,ENCLOSURE_ENTRY,10.0,22,Zona Básica,2026-05-20T00:47:28.167172
3043,ENCLOSURE_ENTRY,75.0,23,Zona VIP,2026-05-20T00:47:28.167172
1043,SOUVENIR,15.0,24,Hub Central,2026-05-20T00:47:28.167172
3044,ENCLOSURE_ENTRY,75.0,24,Zona VIP,2026-05-20T00:47:28.168574200
3046,ENCLOSURE_ENTRY,10.0,25,Zona Básica,2026-05-20T00:47:28.169171100
1044,SOUVENIR,15.0,26,Hub Central,2026-05-20T00:47:28.169171100
3045,ENCLOSURE_ENTRY,75.0,26,Zona VIP,2026-05-20T00:47:28.169171100
3038,ENCLOSURE_ENTRY,30.0,27,Zona Premium,2026-05-20T00:47:28.170173400
1045,SOUVENIR,15.0,28,Hub Central,2026-05-20T00:47:28.170173400
3046,ENCLOSURE_ENTRY,75.0,28,Zona VIP,2026-05-20T00:47:28.170173400
3047,ENCLOSURE_ENTRY,75.0,29,Zona VIP,2026-05-20T00:47:28.171169600
3039,ENCLOSURE_ENTRY,30.0,30,Zona Premium,2026-05-20T00:47:28.171169600
3048,ENCLOSURE_ENTRY,75.0,1,Zona VIP,2026-05-20T00:47:28.172168900
2001,SPA,20.0,2,Baños,2026-05-20T00:47:28.173173400
3040,ENCLOSURE_ENTRY,30.0,2,Zona Premium,2026-05-20T00:47:28.174169800
1046,SOUVENIR,15.0,3,Hub Central,2026-05-20T00:47:28.174169800
3041,ENCLOSURE_ENTRY,30.0,3,Zona Premium,2026-05-20T00:47:28.175258400
3049,ENCLOSURE_ENTRY,75.0,4,Zona VIP,2026-05-20T00:47:28.176173200
2002,SPA,20.0,5,Baños,2026-05-20T00:47:28.176173200
3047,ENCLOSURE_ENTRY,10.0,5,Zona Básica,2026-05-20T00:47:28.177374100
1047,SOUVENIR,15.0,6,Hub Central,2026-05-20T00:47:28.178174600
3050,ENCLOSURE_ENTRY,75.0,6,Zona VIP,2026-05-20T00:47:28.179170400
1048,SOUVENIR,15.0,7,Hub Central,2026-05-20T00:47:28.181169600
3051,ENCLOSURE_ENTRY,75.0,7,Zona VIP,2026-05-20T00:47:28.181169600
2003,SPA,20.0,8,Baños,2026-05-20T00:47:28.182171300
3042,ENCLOSURE_ENTRY,30.0,8,Zona Premium,2026-05-20T00:47:28.183173
1049,SOUVENIR,15.0,9,Hub Central,2026-05-20T00:47:28.184174400
2004,SPA,20.0,9,Baños,2026-05-20T00:47:28.184174400
3048,ENCLOSURE_ENTRY,10.0,9,Zona Básica,2026-05-20T00:47:28.185174600
3043,ENCLOSURE_ENTRY,30.0,10,Zona Premium,2026-05-20T00:47:28.185174600
3049,ENCLOSURE_ENTRY,10.0,11,Zona Básica,2026-05-20T00:47:28.186172900
3044,ENCLOSURE_ENTRY,30.0,12,Zona Premium,2026-05-20T00:47:28.186172900
3045,ENCLOSURE_ENTRY,30.0,13,Zona Premium,2026-05-20T00:47:28.186172900
1050,SOUVENIR,15.0,14,Hub Central,2026-05-20T00:47:28.187171
3050,ENCLOSURE_ENTRY,10.0,14,Zona Básica,2026-05-20T00:47:28.187171
3051,ENCLOSURE_ENTRY,10.0,15,Zona Básica,2026-05-20T00:47:28.187171
3046,ENCLOSURE_ENTRY,30.0,16,Zona Premium,2026-05-20T00:47:28.187171
1051,SOUVENIR,15.0,17,Hub Central,2026-05-20T00:47:28.188694700
3052,ENCLOSURE_ENTRY,10.0,17,Zona Básica,2026-05-20T00:47:28.188694700
3052,ENCLOSURE_ENTRY,75.0,18,Zona VIP,2026-05-20T00:47:28.189518600
1052,SOUVENIR,15.0,19,Hub Central,2026-05-20T00:47:28.189518600
3053,ENCLOSURE_ENTRY,75.0,19,Zona VIP,2026-05-20T00:47:28.190185
3047,ENCLOSURE_ENTRY,30.0,20,Zona Premium,2026-05-20T00:47:28.190185
1053,SOUVENIR,15.0,21,Hub Central,2026-05-20T00:47:28.190185
3048,ENCLOSURE_ENTRY,30.0,21,Zona Premium,2026-05-20T00:47:28.191432800
1054,SOUVENIR,15.0,22,Hub Central,2026-05-20T00:47:28.191432800
3053,ENCLOSURE_ENTRY,10.0,22,Zona Básica,2026-05-20T00:47:28.191432800
3054,ENCLOSURE_ENTRY,10.0,23,Zona Básica,2026-05-20T00:47:28.192706300
1055,SOUVENIR,15.0,24,Hub Central,2026-05-20T00:47:28.192706300
3054,ENCLOSURE_ENTRY,75.0,24,Zona VIP,2026-05-20T00:47:28.193340800
3055,ENCLOSURE_ENTRY,10.0,25,Zona Básica,2026-05-20T00:47:28.193340800
1056,SOUVENIR,15.0,26,Hub Central,2026-05-20T00:47:28.193340800
3056,ENCLOSURE_ENTRY,10.0,26,Zona Básica,2026-05-20T00:47:28.194619100
3049,ENCLOSURE_ENTRY,30.0,27,Zona Premium,2026-05-20T00:47:28.194619100
3055,ENCLOSURE_ENTRY,75.0,28,Zona VIP,2026-05-20T00:47:28.195256
1057,SOUVENIR,15.0,29,Hub Central,2026-05-20T00:47:28.195256
3056,ENCLOSURE_ENTRY,75.0,29,Zona VIP,2026-05-20T00:47:28.195256
3057,ENCLOSURE_ENTRY,10.0,30,Zona Básica,2026-05-20T00:47:28.195256
3050,ENCLOSURE_ENTRY,30.0,1,Zona Premium,2026-05-20T00:47:28.197167600
1058,SOUVENIR,15.0,2,Hub Central,2026-05-20T00:47:28.197167600
3051,ENCLOSURE_ENTRY,30.0,2,Zona Premium,2026-05-20T00:47:28.198173
3058,ENCLOSURE_ENTRY,10.0,3,Zona Básica,2026-05-20T00:47:28.199172700
1059,SOUVENIR,15.0,4,Hub Central,2026-05-20T00:47:28.199172700
3052,ENCLOSURE_ENTRY,30.0,4,Zona Premium,2026-05-20T00:47:28.199172700
1060,SOUVENIR,15.0,5,Hub Central,2026-05-20T00:47:28.200171200
3059,ENCLOSURE_ENTRY,10.0,5,Zona Básica,2026-05-20T00:47:28.200171200
3057,ENCLOSURE_ENTRY,75.0,6,Zona VIP,2026-05-20T00:47:28.200171200
1061,SOUVENIR,15.0,7,Hub Central,2026-05-20T00:47:28.200171200
3053,ENCLOSURE_ENTRY,30.0,7,Zona Premium,2026-05-20T00:47:28.200171200
3060,ENCLOSURE_ENTRY,10.0,8,Zona Básica,2026-05-20T00:47:28.201170600
1062,SOUVENIR,15.0,9,Hub Central,2026-05-20T00:47:28.201170600
3061,ENCLOSURE_ENTRY,10.0,9,Zona Básica,2026-05-20T00:47:28.201170600
3062,ENCLOSURE_ENTRY,10.0,10,Zona Básica,2026-05-20T00:47:28.202173500
3058,ENCLOSURE_ENTRY,75.0,11,Zona VIP,2026-05-20T00:47:28.202173500
3063,ENCLOSURE_ENTRY,10.0,12,Zona Básica,2026-05-20T00:47:28.202173500
1063,SOUVENIR,15.0,13,Hub Central,2026-05-20T00:47:28.203170500
3059,ENCLOSURE_ENTRY,75.0,13,Zona VIP,2026-05-20T00:47:28.203170500
3064,ENCLOSURE_ENTRY,10.0,14,Zona Básica,2026-05-20T00:47:28.203170500
3054,ENCLOSURE_ENTRY,30.0,15,Zona Premium,2026-05-20T00:47:28.204172700
3065,ENCLOSURE_ENTRY,10.0,16,Zona Básica,2026-05-20T00:47:28.204172700
1064,SOUVENIR,15.0,17,Hub Central,2026-05-20T00:47:28.204172700
3066,ENCLOSURE_ENTRY,10.0,17,Zona Básica,2026-05-20T00:47:28.205184100
3055,ENCLOSURE_ENTRY,30.0,18,Zona Premium,2026-05-20T00:47:28.205184100
3060,ENCLOSURE_ENTRY,75.0,19,Zona VIP,2026-05-20T00:47:28.205184100
3061,ENCLOSURE_ENTRY,75.0,20,Zona VIP,2026-05-20T00:47:28.206182500
1065,SOUVENIR,15.0,21,Hub Central,2026-05-20T00:47:28.206182500
3056,ENCLOSURE_ENTRY,30.0,21,Zona Premium,2026-05-20T00:47:28.206182500
3057,ENCLOSURE_ENTRY,30.0,22,Zona Premium,2026-05-20T00:47:28.207184300
3058,ENCLOSURE_ENTRY,30.0,23,Zona Premium,2026-05-20T00:47:28.207184300
3067,ENCLOSURE_ENTRY,10.0,24,Zona Básica,2026-05-20T00:47:28.208182600
3068,ENCLOSURE_ENTRY,10.0,25,Zona Básica,2026-05-20T00:47:28.208182600
3059,ENCLOSURE_ENTRY,30.0,26,Zona Premium,2026-05-20T00:47:28.208182600
3060,ENCLOSURE_ENTRY,30.0,27,Zona Premium,2026-05-20T00:47:28.209181400
1066,SOUVENIR,15.0,28,Hub Central,2026-05-20T00:47:28.210183800
3069,ENCLOSURE_ENTRY,10.0,28,Zona Básica,2026-05-20T00:47:28.210183800
1067,SOUVENIR,15.0,29,Hub Central,2026-05-20T00:47:28.211183100
3061,ENCLOSURE_ENTRY,30.0,29,Zona Premium,2026-05-20T00:47:28.211183100
1068,SOUVENIR,15.0,30,Hub Central,2026-05-20T00:47:28.211183100
3070,ENCLOSURE_ENTRY,10.0,30,Zona Básica,2026-05-20T00:47:28.212179
3071,ENCLOSURE_ENTRY,10.0,1,Zona Básica,2026-05-20T00:47:28.212179
3062,ENCLOSURE_ENTRY,75.0,2,Zona VIP,2026-05-20T00:47:28.212179
1069,SOUVENIR,15.0,3,Hub Central,2026-05-20T00:47:28.212179
3072,ENCLOSURE_ENTRY,10.0,3,Zona Básica,2026-05-20T00:47:28.213692900
1070,SOUVENIR,15.0,4,Hub Central,2026-05-20T00:47:28.214179800
3073,ENCLOSURE_ENTRY,10.0,4,Zona Básica,2026-05-20T00:47:28.214179800
1071,SOUVENIR,15.0,5,Hub Central,2026-05-20T00:47:28.214179800
3062,ENCLOSURE_ENTRY,30.0,5,Zona Premium,2026-05-20T00:47:28.215182500
3074,ENCLOSURE_ENTRY,10.0,6,Zona Básica,2026-05-20T00:47:28.215182500
1072,SOUVENIR,15.0,7,Hub Central,2026-05-20T00:47:28.215182500
3063,ENCLOSURE_ENTRY,75.0,7,Zona VIP,2026-05-20T00:47:28.216180600
1073,SOUVENIR,15.0,8,Hub Central,2026-05-20T00:47:28.216180600
3063,ENCLOSURE_ENTRY,30.0,8,Zona Premium,2026-05-20T00:47:28.216180600
1074,SOUVENIR,15.0,9,Hub Central,2026-05-20T00:47:28.217181100
3064,ENCLOSURE_ENTRY,30.0,9,Zona Premium,2026-05-20T00:47:28.217181100
